,TradeType,TradeResult,Result,EMA_9,EMA_20,RSI,Name,SDate,EDate,RatioB/W,StochasticRsi,Stochastic
0,BullishReversal,1,1300.0030517577984,101.841592295285,106.00166086882584,30.525117260900984,processed_RAMCOCEM.csv,2010-05-31,2010-06-22,34.332994252584506,0.4350143159475264,29.93423661367236
1,BullishReversal,0,-495.5,100.62727450419234,101.71995137207034,39.66601054466888,processed_RAMCOCEM.csv,2010-06-28,2010-07-26,5.5714659400544555,0.2806000906629212,31.35589823166198
2,BullishReversal,1,3298.197082519545,110.67625789113188,114.0140665071218,31.39349214427162,processed_RAMCOCEM.csv,2010-11-29,2010-12-20,35.66629367783938,0.0343739104151304,13.851346910391468
3,BullishReversal,1,4675.0,238.33452601481923,242.03556224274973,40.98902797381646,processed_RAMCOCEM.csv,2013-04-12,2013-05-17,6.352888378271886,0.1388409134158208,16.021087221191422
4,BullishReversal,0,-17496.4483795166,200.3689666704463,208.7882591696819,25.972761315115875,processed_RAMCOCEM.csv,2013-07-24,2013-09-03,17.55569495778367,0.0,18.229875938203666
5,BullishReversal,1,681.4519805908203,161.7724090529157,170.55083786204986,30.414511332576826,processed_RAMCOCEM.csv,2013-08-20,2013-09-03,3.917520843165015,0.5972610177929675,39.62703117024928
6,BullishReversal,1,2710.9464416503906,177.8016480427869,178.0952859290506,42.00294070988214,processed_RAMCOCEM.csv,2013-10-24,2013-11-01,8.227215980024969,0.0,32.69230769230773
7,BullishReversal,1,3120.0,164.24072822952968,168.75845392411074,29.97073198083791,processed_RAMCOCEM.csv,2014-02-04,2014-02-11,5.111152555016785,0.0,19.44447227332032
8,BullishReversal,1,1814.8460083007812,309.91188449193254,312.0717551555393,43.24963350136591,processed_RAMCOCEM.csv,2015-04-24,2015-05-05,inf,0.0,17.958682208809563
9,BullishReversal,1,3720.6038818359375,327.5313051692572,336.8731001585278,33.80400522211282,processed_RAMCOCEM.csv,2015-09-02,2015-09-10,4.365402334602948,0.0,31.5936120789286
